Epoch,epoch,eval/Actions Max,eval/Actions Mean,eval/Actions Min,eval/Actions Std,eval/Average Returns,eval/Num Paths,eval/Returns Max,eval/Returns Mean,eval/Returns Min,eval/Returns Std,eval/Rewards Max,eval/Rewards Mean,eval/Rewards Min,eval/Rewards Std,eval/num paths total,eval/num steps total,eval/path length Max,eval/path length Mean,eval/path length Min,eval/path length Std,expl/Actions Max,expl/Actions Mean,expl/Actions Min,expl/Actions Std,expl/Average Returns,expl/Num Paths,expl/Returns Max,expl/Returns Mean,expl/Returns Min,expl/Returns Std,expl/Rewards Max,expl/Rewards Mean,expl/Rewards Min,expl/Rewards Std,expl/num paths total,expl/num steps total,expl/path length Max,expl/path length Mean,expl/path length Min,expl/path length Std,replay_buffer/size,time/data storing (s),time/epoch (s),time/evaluation sampling (s),time/exploration sampling (s),time/logging (s),time/sac training (s),time/saving (s),time/total (s),time/training (s),trainer/Alpha,trainer/Alpha Loss,trainer/Log Pis Max,trainer/Log Pis Mean,trainer/Log Pis Min,trainer/Log Pis Std,trainer/Policy Loss,trainer/Q Targets Max,trainer/Q Targets Mean,trainer/Q Targets Min,trainer/Q Targets Std,trainer/Q1 Predictions Max,trainer/Q1 Predictions Mean,trainer/Q1 Predictions Min,trainer/Q1 Predictions Std,trainer/Q2 Predictions Max,trainer/Q2 Predictions Mean,trainer/Q2 Predictions Min,trainer/Q2 Predictions Std,trainer/QF1 Loss,trainer/QF2 Loss,trainer/num train calls,trainer/policy/mean Max,trainer/policy/mean Mean,trainer/policy/mean Min,trainer/policy/mean Std,trainer/policy/normal/log_std Max,trainer/policy/normal/log_std Mean,trainer/policy/normal/log_std Min,trainer/policy/normal/log_std Std,trainer/policy/normal/std Max,trainer/policy/normal/std Mean,trainer/policy/normal/std Min,trainer/policy/normal/std Std
0,0,0.00022277514,-0.0002498277,-0.0006633445,0.00021715586,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,5000,200,200.0,200,0.0,0.9983426,-0.006481052,-0.99851817,0.62354857,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2000,200,200.0,200,0.0,2000,0.0022292080000028136,52.847193241,40.500155500000005,6.281085666999999,0.006315624999999159,6.051611407999992,0.005655457999999669,54.960377054999945,0.00014037500000085856,1.0,-0.0,-3.0910797,-4.61787,-6.219729,0.5750319,-4.617991,6.8173594,4.665263,2.686605,0.5848529,0.0031369266,0.0003133238,-0.0020387084,0.0009643082,0.0039366055,0.0012227612,-0.0002153017,0.0006347567,22.10376,22.095364,1000,0.000780022,-0.00022442872,-0.0013542231,0.00031555677,0.001437941,9.418961e-05,-0.0016382636,0.0007300788,1.001439,1.0000945,0.9983631,0.0007299279
1,1,0.06359471,0.009075366,-0.06538953,0.032360677,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,10000,200,200.0,200,0.0,0.99721,0.0012466758,-0.99858725,0.5982972,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3000,200,200.0,200,0.0,3000,0.0022809590000036906,42.77391083899995,30.720483375,6.164649416999993,0.006340749999992568,5.8774678379999585,0.002649500000003968,97.95615612799992,3.900000000101045e-05,0.7407770752906799,-3.5520215034484863,-3.7413921,-4.8378797,-7.6989803,0.44480738,-19.591976,17.49684,16.278442,0.0,1.1525548,17.750786,16.081474,12.818515,0.6804033,17.847797,16.101469,12.883091,0.69409925,1.0941691,1.0434105,2000,0.17875972,0.0150028,-0.08855165,0.04649633,-0.05468365,-0.09916446,-0.15253825,0.014728624,0.9467846,0.90569204,0.85852605,0.013348223
